2,1
3,0
3,1
5,4
6,3
6,4
7,2
8,1
8,7
9,0
9,1
9,4
9,7
9,8
10,1
10,2
10,3
10,7
10,8
11,7
11,8
11,9
12,0
12,3
12,4
12,5
12,6
12,7
13,2
13,6
13,7
13,8
13,12
14,2
14,6
14,7
14,8
14,12
15,0
15,12
16,1
16,4
16,6
16,9
16,13
17,0
17,6
17,8
17,11
17,13
17,14
17,15
18,3
18,16
19,3
19,5
19,11
19,14
19,15
19,16
20,2
20,6
20,8
20,13
20,16
20,17
21,2
21,11
21,16
21,17
21,19
21,20
22,2
22,3
22,7
22,10
22,12
22,14
22,20
23,0
23,5
23,9
23,11
23,12
23,15
24,1
24,8
24,9
24,13
24,18
24,19
24,21
25,0
25,1
25,6
25,15
25,17
25,18
25,21
26,0
26,6
26,10
26,13
26,14
26,18
26,24
26,25
27,2
27,4
27,14
27,17
27,18
27,23
28,3
28,7
28,10
28,14
28,15
28,18
28,23
28,24
28,26
29,15
29,18
29,22
29,27
30,0
30,1
30,3
30,8
30,11
30,14
30,15
30,21
30,23
30,26
31,1
31,19
31,23
31,24
31,25
31,28
32,1
32,2
32,5
32,10
32,11
32,14
32,17
32,23
32,27
32,29
32,31
33,0
33,8
33,13
33,15
33,17
33,18
33,19
33,21
33,22
33,23
33,24
33,26
33,30
33,32
34,2
34,3
34,7
34,13
34,14
34,18
34,22
34,24
34,28
34,29
34,30
35,1
35,10
35,11
35,15
35,17
35,18
35,23
35,24
35,26
35,28
35,31
35,34
36,2
36,7
36,10
36,15
36,17
36,24
36,25
36,27
37,4
37,5
37,8
37,13
37,16
37,18
37,21
37,23
37,27
37,29
37,36
38,2
38,6
38,11
38,14
38,15
38,17
38,26
38,34
38,36
38,37
39,2
39,3
39,4
39,7
39,9
39,14
39,19
39,21
39,30
39,33
39,34
39,38
40,1
40,9
40,11
40,12
40,16
40,21
40,22
40,26
40,27
40,28
40,29
40,31
40,33
40,34
40,38
41,3
41,11
41,14
41,16
41,17
41,23
41,27
41,32
41,33
41,35
41,36
42,5
42,6
42,7
42,9
42,10
42,11
42,15
42,16
42,17
42,24
42,25
42,30
42,36
42,41
43,1
43,2
43,9
43,12
43,15
43,20
43,21
43,23
43,30
43,37
43,38
44,3
44,6
44,15
44,18
44,25
44,30
44,34
44,40
44,41
45,0
45,4
45,5
45,6
45,8
45,11
45,14
45,18
45,24
45,26
45,28
45,33
45,34
45,36
45,37
45,40
45,41
45,44
46,0
46,4
46,9
46,17
46,19
46,21
46,22
46,23
46,28
46,39
46,42
47,2
47,3
47,4
47,10
47,13
47,16
47,20
47,25
47,29
47,36
47,39
47,43
47,44
47,45
48,4
48,14
48,17
48,20
48,26
48,27
48,28
48,29
48,36
48,40
48,46
48,47
49,9
49,11
49,21
49,22
49,23
49,26
49,32
49,36
49,39
49,40
49,44
49,48
50,0
50,3
50,4
50,5
50,12
50,13
50,20
50,24
50,26
50,29
50,30
50,42
50,44
50,45
50,46
51,0
51,5
51,7
51,8
51,9
51,22
51,26
51,31
51,33
51,35
51,43
51,46
51,50
52,10
52,11
52,12
52,14
52,15
52,16
52,17
52,28
52,34
52,35
52,37
52,38
52,41
52,42
52,44
52,47
52,49
52,50
52,51
53,7
53,14
53,18
53,20
53,22
53,23
53,27
53,36
53,39
53,40
53,43
53,50
54,4
54,6
54,8
54,12
54,14
54,16
54,17
54,19
54,25
54,26
54,27
54,33
54,34
54,40
54,41
54,47
55,2
55,3
55,5
55,7
55,10
55,11
55,13
55,14
55,17
55,21
55,23
55,26
55,29
55,34
55,40
55,46
56,5
56,7
56,10
56,15
56,18
56,34
56,35
56,38
56,40
56,43
56,45
56,53
57,3
57,5
57,20
57,25
57,26
57,29
57,39
57,41
57,43
57,44
57,50
57,52
58,3
58,4
58,6
58,10
58,12
58,17
58,18
58,21
58,23
58,24
58,30
58,34
58,38
58,42
58,46
58,51
58,53
58,54
58,56
59,0
59,2
59,6
59,19
59,21
59,22
59,28
59,30
59,37
59,46
59,47
59,48
59,52
60,6
60,7
60,9
60,14
60,26
60,28
60,31
60,35
60,39
60,44
60,55
60,56
61,0
61,3
61,8
61,10
61,11
61,13
61,15
61,19
61,21
61,25
61,28
61,31
61,34
61,35
61,36
61,40
61,41
61,44
61,49
61,51
61,53
61,58
61,60
62,3
62,5
62,12
62,15
62,17
62,19
62,22
62,24
62,26
62,27
62,37
62,39
62,42
62,43
62,50
62,55
62,58
62,61
63,1
63,2
63,3
63,5
63,6
63,9
63,11
63,12
63,18
63,22
63,24
63,25
63,28
63,33
63,36
63,38
63,40
63,42
63,44
63,46
63,50
63,54
63,62
64,0
64,2
64,3
64,5
64,6
64,8
64,12
64,16
64,22
64,24
64,25
64,28
64,36
64,38
64,43
64,44
64,45
64,46
64,48
64,49
64,50
64,51
64,56
64,59
65,4
65,7
65,8
65,9
65,11
65,14
65,17
65,20
65,21
65,25
65,27
65,29
65,31
65,32
65,35
65,40
65,42
65,47
65,50
65,51
65,57
65,58
65,60
65,64
66,5
66,7
66,20
66,21
66,28
66,30
66,31
66,32
66,33
66,35
66,36
66,41
66,46
66,47
66,53
66,65
67,7
67,11
67,16
67,23
67,24
67,25
67,27
67,28
67,36
67,37
67,40
67,41
67,44
67,46
67,48
67,51
67,61
68,3
68,4
68,9
68,13
68,17
68,18
68,22
68,28
68,47
68,50
68,53
68,58
68,63
68,64
69,0
69,3
69,6
69,8
69,13
69,17
69,20
69,27
69,31
69,34
69,35
69,37
69,38
69,40
69,41
69,43
69,45
69,46
69,48
69,51
69,54
69,60
69,61
69,63
69,65
69,66
70,2
70,7
70,15
70,18
70,19
70,25
70,27
70,29
70,35
70,36
70,42
70,51
70,52
70,56
70,58
70,61
70,63
70,65
70,66
70,68
70,69
71,0
71,1
71,5
71,10
71,11
71,15
71,18
71,19
71,28
71,30
71,32
71,33
71,41
71,43
71,45
71,47
71,48
71,52
71,54
71,58
71,59
71,63
71,64
71,65
71,67
71,68
71,70
72,2
72,4
72,5
72,9
72,10
72,11
72,12
72,13
72,14
72,15
72,25
72,29
72,31
72,35
72,37
72,40
72,41
72,45
72,46
72,55
72,57
72,61
72,62
72,64
72,65
72,68
72,70
72,71
73,0
73,7
73,10
73,19
73,21
73,27
73,28
73,32
73,38
73,40
73,53
73,56
73,62
73,63
73,66
73,68
73,71
74,1
74,2
74,5
74,8
74,10
74,11
74,16
74,21
74,22
74,31
74,35
74,38
74,43
74,46
74,51
74,55
74,58
74,59
74,60
74,66
74,67
74,69
74,70
74,71
75,0
75,1
75,10
75,11
75,13
75,16
75,19
75,21
75,22
75,30
75,31
75,42
75,53
75,54
75,61
75,62
75,65
75,69
75,70
75,71
75,73
75,74
76,1
76,4
76,5
76,7
76,14
76,16
76,22
76,23
76,24
76,33
76,38
76,42
76,54
76,55
76,60
76,61
76,63
76,64
76,70
76,72
76,73
76,74
77,3
77,7
77,9
77,10
77,14
77,15
77,17
77,20
77,23
77,25
77,33
77,36
77,37
77,47
77,52
77,54
77,59
77,60
77,63
77,70
77,71
77,72
77,73
78,6
78,8
78,10
78,12
78,14
78,15
78,16
78,19
78,22
78,23
78,25
78,28
78,29
78,31
78,32
78,35
78,39
78,42
78,47
78,52
78,53
78,57
78,64
78,67
78,68
78,71
79,0
79,2
